ACTION_TAKEN,CALL_DATE,CALL_FROM,CALL_TIME,Category,Message search terms,Sub Category,Sum of Incidents,Sum of Vehicle Delay Time,Measure Param,DIRECTION,DISPATCHER_ID,DIVISION,GEOGRAPHIC_LOCATION_MODIFIED,LINE (group) 1,LINE (group),LINE,LINE_DELAY,LINE_DELAY_TIME_END,LINE_DELAY_TIME_START,Location,LOCATION_ORIGINAL,Incident Location,Message,NO_RETURN,Number of Records,OPERATOR_ID,RUN,RUN_LINE,SENT_TO,STREET_A,STREET_B,STREET_C,STREET_D,Subcategory,Security Incident Type,TAG_ID,TIMEOUT,Date,TIME_OF_INCIDENT,VEHICLE,VEHICLE_DELAY_TIME_END,VEHICLE_DELAY_TIME_START,VEHICLE_NEW,VEHICLE_NEW_NUM_1,VEHICLE_NEW_NUM_2,VEH_DELAY,VIA,Veh_Delay_Time (copy),Vehicle Delay Minutes per Incident
INSPECTOR J. CHARLES RESPONDED AND CLEARED. BART POLICE UNIT #2B42 RESPONDED. MEDICS RESPONDED. PASSENGER WAS TRANSPORTED TO ST FRANCIS HOSPITAL.,12/31/2019,BART POLICE,11:28,Passenger Incident,0,Intoxicated Passenger,1,28,1,    IB,34,GR,POWELL STATION,NA,Other,NA,00:00 - 00:00,,,POWELL STATION & PLATFORM,,POWELL STATION & PLATFORM,PASSENGER INCIDENT - INTOXICATED PASSENGER  (NO INJURIES REPORTED),N,1,,, / ,,,,,,Intoxicated Passenger,Other,1674896,0:00,12/31/2019,12/31/2019 11:28,,1/1/2020 11:56,1/1/2020 11:28,,,,11:28 - 11:56,R,28,28
ENGINE 60 RESPONDED AND CLEARED.  COACH BACK IN SERVICE.  NO 799.,12/31/2019,OPERATOR,23:48,Passenger Incident,0,Intoxicated Passenger,1,17,1,    OB,60,PR,CLAY ##### DRUMM,1,1,1,00:00 - 00:00,,,CLAY & DRUMM,,CLAY & DRUMM,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,6197,163,163 / 1,,CLAY,DRUMM,%CLAY%,%DRUMM%,Intoxicated Passenger,Other,1674873,0:00,12/31/2019,12/31/2019 23:48,5788,1/2/2020 0:05,1/1/2020 23:48,,,,23:48 - 00:05,R,17,17
,12/31/2019,OTHER,23:23,Passenger Incident,0,Intoxicated Passenger,1,,1,,1,GR,POWELL STATION,NA,Other,NA,00:00 - 00:00,,,POWELL STATION,,POWELL STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ALL MADE TO TMC REPORTING INTOXICATED PASSENGER LAYING DOWN ON PLATFORM. TMC CONTACTED STATION AGENT SUPERVISOR WHO REPORTED TO THE SCENE. MEDICS ARRIVED AND PASSENGER WAS TRANSPORTED TO ST. FRANCIS HOSPITAL,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1674897,0:00,12/31/2019,12/31/2019 23:23,,,,,,,00:00 - 00:00,T,,
SFPD* (CAD # 193643511) UNIT # 3D13D RESPONDED AND MADE ARREST. CLEARED @ 2120.,12/30/2019,CASTRO AGENT,21:01,Passenger Incident,0,Intoxicated Passenger,1,,1,,17, ,CASTRO STATION,NA,Other,NA,00:00 - 00:00,,,CASTRO STATION,,CASTRO STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1674774,0:00,12/30/2019,12/30/2019 21:01,,,,,,,00:00 - 00:00,R,,
ENGINE 25 MEDIC 65 TRANSPORTED PASSENGER TO SFGH.  COACH BACK IN SERVICE.  NO 799.,12/26/2019,OPERATOR,18:00,Passenger Incident,0,Intoxicated Passenger,1,11,1,    IB,60,KI,EVANS ##### MENDELL,19,19,19,00:00 - 00:00,,,EVANS & MENDELL,,EVANS & MENDELL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5277,766,766 / 19,,EVANS,MENDELL,%EVANS%,%MENDELL%,Intoxicated Passenger,Other,1674407,0:00,12/26/2019,12/26/2019 18:00,8754,12/26/2019 18:11,12/26/2019 18:00,,,,18:00 - 18:11,R,11,11
SFPD UNIT #3A14D RESPONDED AND CLEARED.  COACH BACK IN SERVICE.  NO 799.,12/24/2019,OPERATOR,19:47,Passenger Incident,0,Intoxicated Passenger,1,12,1,    OB,60,IC,KEARNY ##### NORTH POINT,8,8,8,00:00 - 00:00,,,KEARNY & NORTH POINT,,KEARNY & NORTH POINT,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3746,298,298 / 8,,KEARNY,NORTH POINT,%KEARNY%,%NORTH%POINT%,Intoxicated Passenger,Other,1674219,0:00,12/24/2019,12/24/2019 19:47,6578,12/24/2019 19:59,12/24/2019 19:47,,,,19:47 - 19:59,R,12,12
" 5T65B  ( J. WONG)  DCFD: ENG# 92  RESPONDED AND CLEARED.
 COACH BACK IN SERVICE NO 799
  ",12/22/2019,OPERATOR,19:34,Passenger Incident,0,Intoxicated Passenger,1,33,1,,31,PO,MISSION ##### SAN JOSE,14,14,14,00:00 - 00:00,,,MISSION  & SAN JOSE ,,MISSION  & SAN JOSE ,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER WOKE UP AND WALKED AWAY ,N,1,5059,438,438 / 14,,MISSION,SAN JOSE,,,Intoxicated Passenger,Other,1674002,0:00,12/22/2019,12/22/2019 19:34,7241,12/22/2019 20:07,12/22/2019 19:34,,,,19:34 - 20:07,R,33,33
"SFPD: CAD# 1824 UNIT# BI16D, SFFD: ENG# 72, MED# 72  RESPONDED AND CLEARED 
NOTIFIED: VIDEO SENT TO S/SAFETY, CLAIMS 42
OPERATOR ORDERED TO TURN IN AN INCIDENT REPORT AT END OF SHIFT.
COACH BACK IN SERVICE NO 799",12/22/2019,OPERATOR,18:25,Passenger Incident,0,Intoxicated Passenger,1,61,1,    IB,60,FL,ORTEGA ##### 48TH,7,7,7,00:00 - 00:00,,,ORTEGA  & 48TH AVE ,,ORTEGA  & 48TH AVE ,"PASSENGER INCIDENT - INTOXICATED PASSENGER , PASSENGER TRANSPORTED TO UNKNOWN LOCATION.",N,1,6093,559,559 / 7,,ORTEGA,48TH,%ORTEGA%,%48TH%,Intoxicated Passenger,Other,1674032,0:00,12/22/2019,12/22/2019 18:25,6677,12/22/2019 19:08,12/22/2019 18:07,,,,18:07 - 19:08,R,61,61
"SFPD 3H-11A RESPONDED, 5T65A, 4C23A CLEARED",12/21/2019,4C23A,7:10,Passenger Incident,0,Intoxicated Passenger,1,5,1,    OB,39,GR,METRO TERMINAL,NA,Other,NA,00:00 - 00:00,,,METRO TERMINAL,,METRO TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1673924,0:00,12/21/2019,12/21/2019 7:10,,12/21/2019 7:15,12/21/2019 7:10,,,,07:10 - 07:15,R,5,5
"SFPD CALLED CAD#193523491 UNKNOWN UNIT RESPONDED. NO ARRESTS.
MEDIC 118 RESPONDED AND TRANSPORTED PASSENGER TO MISSION/BERNAL CPMC
BACK IN SERVICE
NO 799",12/18/2019,OPERATOR,19:14,Passenger Incident,0,Intoxicated Passenger,1,35,1,    OB,96,WO,24TH##### POTRERO,48,48,48,00:00 - 00:00,,,24TH STREET & POTRERO,,24TH STREET & POTRERO,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5717,192,192 / 48,,24TH,POTRERO,%24TH%,%POTRERO%,Intoxicated Passenger,Other,1673562,0:00,12/18/2019,12/18/2019 19:14,8826,12/18/2019 19:49,12/18/2019 19:14,,,,19:14 - 19:49,R,35,35
"INSP. CHARLES 4C-20B RESP, MEDIC 84 TRANSPORTED TO SOBERING CENTER",12/18/2019,INSP. 4C-20B,19:11,Passenger Incident,0,Intoxicated Passenger,1,,1,,41, ,WEST PORTAL STATION,NA,Other,NA,00:00 - 00:00,,,WEST PORTAL STATION,,WEST PORTAL STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  RENDERING AID,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1673576,0:00,12/18/2019,12/18/2019 19:11,,,,,,,00:00 - 00:00,T,,
"OPERATOR CONTINUED IN CUT OUT, CIVIC CENTER STATION AGENT RESP, INSP. 4C-92 RESP, SFPD DISPATCHED BUT PERSON LEFT PRIOR TO THEIR ARRIVAL",12/17/2019,OPERATOR,14:23,Passenger Incident,0,Intoxicated Passenger,1,2,1,    IB,54,GR,CIVIC CENTER STATION,L,L,L,00:00 - 00:00,,,CIVIC CENTER STATION,,CIVIC CENTER STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1111,105,105 / L,,,,,,Intoxicated Passenger,Other,1673349,0:00,12/17/2019,12/17/2019 14:23,1493-1495,12/17/2019 14:25,12/17/2019 14:23,,,,14:23 - 14:25,R,2,2
SFPD UNIT 3F13E AND INSPECTOR J. ALVAREZ RESPONDED AND REMOVE PASSENGER FROM COACH.,12/17/2019,OPERATOR,23:52,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,77,GR,DUBOCE ##### CHURCH,N,N,N,23:52 - 00:12,12/19/2019 0:12,12/18/2019 23:52,DUBOCE & CHURCH,,DUBOCE & CHURCH,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4128,132,132 / N,,DUBOCE,CHURCH,%DUBOCE%,%CHURCH%,Intoxicated Passenger,Other,1673434,0:00,12/17/2019,12/17/2019 23:52,1523-1438,12/19/2019 0:12,12/18/2019 23:52,,,,23:52 - 00:12,R,20,20
ENGINE 62 RESPONDED AND CLEARED.  COACH BACK IN SERVICE.  NO 799.,12/16/2019,OPERATOR,19:37,Passenger Incident,0,Intoxicated Passenger,1,1,1,    OB,60,WO,5TH##### MISSION,27,27,27,00:00 - 00:00,,,5TH STREET & MISSION,,5TH ST & MISSION ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5815,268,268 / 27,,5TH,MISSION,%5TH%,%MISSION%,Intoxicated Passenger,Other,1673279,0:00,12/16/2019,12/16/2019 19:37,8858,12/16/2019 19:38,12/16/2019 19:37,,,,19:37 - 19:38,R,1,1
"WONG 5T62B, MEDIC #85 TRANSPORT TO UCSF.  VIDEO*, S/S*, 6A46*, PIO*.  CLEARED AT 1519.",12/15/2019,OPERATOR,15:07,Passenger Incident,0,Intoxicated Passenger,1,12,1,    IB,41,GR,CARL ##### HILLWAY,N,N,N,00:00 - 00:00,,,CARL  & HILLWAY,,CARL  & HILLWAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  FALL ON-BOARD.  NO INJURIES.,N,1,4281,48,48 / N,,CARL,HILLWAY,%CARL%,%HILLWAY%,Intoxicated Passenger,Other,1673201,0:00,12/15/2019,12/15/2019 15:07,2055-2065,12/15/2019 15:19,12/15/2019 15:07,,,,15:07 - 15:19,R,12,12
"5T61 WONG C. RESPONDED AND CLEARED
740 NOTIFIED. CAD 1554. PD UNIT 3C11A RESPONDED AND REQUESTED MEDIC. AMR 110 TRANSPORT TO ST FRANCIS.
VIDEO REQUESTED TO CLAIMS 6A46. S/SAFETY. POT DIV. 
BACK IN SERVICE.",12/15/2019,OPERATOR,12:24,Passenger Incident,0,Intoxicated Passenger,1,59,1,    IB,14,PO,20TH ##### 3RD,22,22,22,00:00 - 00:00,,,20TH & 3RD ,,20TH & 3RD ,PASSENGER INCIDENT - INTOXICATED PASSENGER  OPERATOR NOTIFIED TMC OF INTOXICATED PASSENGER ON COACH AT TERMINAL.,N,1,5672,348,348 / 22,,20TH,3RD,%20TH%,%3RD%,Intoxicated Passenger,Other,1673194,0:00,12/15/2019,12/15/2019 12:24,5741,12/15/2019 13:37,12/15/2019 12:38,,,,12:38 - 13:37,R,59,59
DCPD UNIT 61 CLEARED COACH // CAD# DCY034 // VIDEO PULLED AND SENT TO CLAIMS 46 AND SYSTEM SAFETY // COACH CLEANED BY MOBILE CLEANING UNIT 148 // NO 799,12/15/2019,OPERATOR,7:06,Passenger Incident,0,Intoxicated Passenger,1,97,1,    OB,7,WO,DALY CITY BART,28,28,28,00:00 - 00:00,,,DC BART,,DC BART,PASSENGER INCIDENT - INTOXICATED PASSENGER  / DIRTY COACH - URINE,N,1,4609,75,75 / 28,,,,,,Intoxicated Passenger,Other,1673139,0:00,12/15/2019,12/15/2019 7:06,8876,12/15/2019 8:43,12/15/2019 7:06,,,,07:06 - 08:43,R,97,97
"INSP  5T66 (MEDEL)  SFFD CAD# 193401406  ENG# 31, MED#78 SFPD  UNIT# 3G43 RESPONDED AND CLEARED.
NOTIFIED: VIDEO, S/SAFETY, CLAIMS 46 5M8 (B. JOHNSON) 
PASSENGER REMOVED FROM COACH AND TRANSPORTED TO ST MARY'S HOSPITAL.",12/14/2019,OPERATOR,11:23,Passenger Incident,0,Intoxicated Passenger,1,33,1,    IB,47,WO,6TH##### GEARY,44,44,44,00:00 - 00:00,,,6TH AVE & GEARY,,6TH AVE & GEARY AVE,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER REFUSED TO LEAVE COACH. ( SEE INTERVIEW TAG# 1673047),N,1,5634,17,17 / 44,,6TH,GEARY,%6TH%,%GEARY%,Intoxicated Passenger,Other,1673046,0:00,12/14/2019,12/14/2019 11:23,8856,12/14/2019 11:56,12/14/2019 11:23,,,,11:23 - 11:56,R,33,33
"911 NOTIFIED. CAD#193463470 AMR#116 RESPONDED AND TRANSPORTED THE PASSENGER TO ST. FRANCIS HOSPITAL.  OPERATOR TO FILL OUT INCIDENT REPORT AT THE DIVISION. VIDEO,S/S,CLAIMS6A48 ALL NOTIFIED.",12/12/2019,OPERATOR,18:55,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,19,KI,VAN NESS##### EDDY,47,47,47,00:00 - 00:00,,,VAN NESS AVE & EDDY ST,,VAN NESS AVE & EDDY ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  INTOXICATED PASSENGER,N,1,3115,772,772 / 47,,VAN NESS,EDDY,%VAN%NESS%,%EDDY%,Intoxicated Passenger,Other,1672819,0:00,12/12/2019,12/12/2019 18:55,8941,12/12/2019 19:15,12/12/2019 18:55,,,,18:55 - 19:15,R,20,20
SFPD  CONTACTED CAD# 193460503 SFPD UNIT 3I13A  RESPONDED AND REQUEST MEDIC UNIT 83 TRANSPORT PERSON TO UC MEDICAL ,12/12/2019,C19A,6:09,Passenger Incident,0,Intoxicated Passenger,1,39,1,    IB,39,GR,JUDAH ##### LA PLAYA,NA,Other,NA,00:00 - 00:00,,,JUDAH & LAPLAYA,,JUDAH & LAPLAYA,PASSENGER INCIDENT - INTOXICATED PASSENGER  INSPECTOR B. PITTMAN INFORMED TMC 60 YRS. OF AGE WHITE MALE NEEDING ASSISTANCE.,N,1,,, / ,,JUDAH,LA PLAYA,%JUDAH%,%LA%PLAYA%,Intoxicated Passenger,Other,1672700,0:00,12/12/2019,12/12/2019 6:09,,12/12/2019 7:38,12/12/2019 6:59,,,,06:59 - 07:38,R,39,39
"740 NOTIFIED 0638 HRS AND RESPONDED. POLICE: C67 RESPONDED. NO ARREST.
INSPECTOR 5T63A FISHER NOTIFIED AND CANCELLED. PASSENGER EXIT COACH.
COACH CONTINUED IN SERVICE NO 799. OPERATOR INSTRUCTED TO FILL OUT A REPORT AT THE END OF SHIFT. NO 799. CLEARED AND BACK IN SERVICE 0651 HRS.
 ",12/11/2019,OPERATOR,6:36,Passenger Incident,0,Intoxicated Passenger,1,15,1,    OB,7,WO,SAN BRUNO ##### PAUL,9,9,9,00:00 - 00:00,,,SAN BRUNO & PAUL,,SAN BRUNO & PAUL,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER SMOKING CRACK ON BUS,N,1,1732,8,9-Aug,,SAN BRUNO,PAUL,%SAN%BRUNO%,%PAUL%,Intoxicated Passenger,Other,1672437,0:00,12/11/2019,12/11/2019 6:36,8898,12/11/2019 6:51,12/11/2019 6:36,,,,06:36 - 06:51,R,15,15
"CAD#31712 MEDIC #1934317701 RESPONDED AND CLEARED. 
SFPD UNIT#3B107 RESPONDED AND CLEARED. 
INSPECTOR 1C22A GONZAGA AND 5T61A WONG RESPONDED AND CLEARED. 
FIELD MANAGER 5M5 DENNIS NOTIFIED.
MOBILE 148 RESPONDED AND CLEARED. COACH BACK IN SERVICE.",12/9/2019,OPERATOR,12:08,Passenger Incident,0,Intoxicated Passenger,1,78,1,    IB,47,PO,TOWNSEND ##### 4TH,30,30,30,00:00 - 00:00,,,TOWNSEND & 4TH STREET,,TOWNSEND & 4TH STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER REFUSES TO EXIT COACH,N,1,4688,320,320 / 30,,TOWNSEND,4TH,%TOWNSEND%,%4TH%,Intoxicated Passenger,Other,1672168,0:00,12/9/2019,12/9/2019 12:08,5721,12/9/2019 13:42,12/9/2019 12:24,,,,12:24 - 13:42,R,78,78
SFPD* CAD #193-423-896  UNIT #A15 RESPONDED AND CLEARED.  COACH BACK IN SERVICE.  NO 799,12/8/2019,OPERATOR,23:43,Passenger Incident,0,Intoxicated Passenger,1,21,1,    OB,31,WO,MARKET ##### STEUART,91,91 OWL,91,00:00 - 00:00,,,MARKET & STEUART,,MARKET ST & STEUART ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4959,304,304 / 91,,MARKET,STEUART,%MARKET%,%STEUART%,Intoxicated Passenger,Other,1672074,0:00,12/8/2019,12/8/2019 23:43,8806,12/10/2019 0:04,12/9/2019 23:43,,,,23:43 - 00:04,R,21,21
"MEDIC -AMR  120 , ENGINE 8  AND INSP ALVAREZ  ALL  RESPONDED. PASSENGER TRANSPORTED TO ST LUKES /  NO  799",12/7/2019,OPERATOR,3:44,Passenger Incident,0,Intoxicated Passenger,1,16,1,    OB,43,KI,4TH ##### TOWNSEND,NOWL,Other,NOWL,00:00 - 00:00,,,4TH ST  & TOWNSEND ST ,,4TH ST  & TOWNSEND ST ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4552,314,314 / NOWL,,4TH,TOWNSEND,%4TH%,%TOWNSEND%,Intoxicated Passenger,Other,1671849,0:00,12/7/2019,12/7/2019 3:44,8871,12/7/2019 4:00,12/7/2019 3:44,,,,03:44 - 04:00,R,16,16
"SFPD CAD 193391850, CALLED OFF WHEN OPERATOR CLEARED",12/5/2019,OPERATOR,12:09,Passenger Incident,0,Intoxicated Passenger,1,4,1,,66,FL,MISSION ##### STUART,14R,Other,14R,00:00 - 00:00,,,MISSION & STUART,,MISSION & STUART,PASSENGER INCIDENT - INTOXICATED PASSENGER  REFUSING TO EXIT COACH AT TERMINAL,N,1,4269,457,457 / 14R,,MISSION,STUART,,,Intoxicated Passenger,Other,1671681,0:00,12/5/2019,12/5/2019 12:09,6623,12/5/2019 12:13,12/5/2019 12:09,,,,12:09 - 12:13,R,4,4
"INSPECTOR 5T60A PITCHER RESPONDED AND CLEARED. MEDIC 95 RESPONDED AND AID REFUSED. CAD #0762. VIDEO, S/S, 6A51A, 5M19 MCCREE ALL NOTIFIED. NO 799.",12/2/2019,OPERATOR,8:15,Passenger Incident,0,Intoxicated Passenger,1,26,1,    OB,14,WO,MARKET ##### STEUART,9,9,9,00:00 - 00:00,,,MARKET & STEUART,,MARKET ST & STEUART ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4309,65,65 / 9,,MARKET,STEUART,%MARKET%,%STEUART%,Intoxicated Passenger,Other,1671157,0:00,12/2/2019,12/2/2019 8:15,8877,12/2/2019 8:41,12/2/2019 8:15,,,,08:15 - 08:41,R,26,26
"INSPECTOR 5T-66(MEDEL,J) WAS NOTIFIED AT 0941 AND RESPONDED AND CLEARED SCENE AT 10:21 HRS RENDERING AID ,740 WAS NOTIFIED CAD #193340816 UNIT # 3E16A RESPONDED,SFFD  ENGINE16 RESPONDED,MEDIC # 73 RESPONDED AND TRANSPORTED  PASSENGER TO UNKNOWN LOCATION,COACH PUT BACK IN SERVICE WITH ORDERS
NO 799",11/30/2019,OPERATOR,10:37,Passenger Incident,0,Intoxicated Passenger,1,44,1,    IB,96,PO,FILLMORE ##### BAY,22,22,22,00:00 - 00:00,,,FILLMORE & BAY,,FILLMORE & BAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4699,327,327 / 22,,FILLMORE,BAY,%FILLMORE%,%BAY%,Intoxicated Passenger,Other,1670979,0:00,11/30/2019,11/30/2019 10:37,5723,11/30/2019 10:21,11/30/2019 9:37,,,,09:37 - 10:21,R,44,44
"SFPD CAD# 193304393,  UNIT# 3B14E  RESPONDED AND CLEARED.
 OPERATOR WAS ORDERED TO TURN IN AN INCIDENT  REPORT 
 COACH BACK IN SERVICE NO 799. NO FURTHER DELAYS REPORTED.",11/26/2019,OPERATOR,23:30,Passenger Incident,0,Intoxicated Passenger,1,21,1,    IB,67,PO,MISSION ##### 9TH,14,14,14,00:00 - 00:00,,,MISSION & 9TH ST ,,MISSION & 9TH ST ,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASS BEING DISRUPTIVE WITH ON COACH ,N,1,4979,451,451 / 14,,MISSION,9TH,%MISSION%,%9TH%,Intoxicated Passenger,Other,1670612,0:00,11/26/2019,11/26/2019 23:30,7240,11/27/2019 23:51,11/27/2019 23:30,,,,23:30 - 23:51,R,21,21
"1C13B SKINNER RESPONDED, INTERVIEWED,  AND CLEARED OPERATOR TO RETURN TO SERVICE. 911 CALLED CAD #193293430 SFPD 3A46E RESPONDED. NO ARRESTS.
NOTIFIED: 5M5 DENNIS, VIDEO, SYSTEM SAFETY, 6A51 CLAIMS, PEER ASSISTANCE WAS OFFERED BUT REFUSED BY OPERATOR.
INTOXICATED PASSENGERHARRASED OPERATOR AT TERMINAL ALIGHTING PASSENGERS ENGAGED THE INTOXICATED PASSENGER OUTSIDE OF THE COACH. OPERATOR CLOSED DOORS, AND OPERATOR STAYED SAFE INSIDE COACH.
NO 799",11/25/2019,OPERATOR,19:59,Passenger Incident,0,Intoxicated Passenger,1,32,1,,26,PR,STEUART ##### MARKET,21,21,21,00:00 - 00:00,,,STEUART & MARKET ,,STEUART & MARKET ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,6150,123,123 / 21,,STEUART,MARKET,%STEUART%,%MARKET%,Intoxicated Passenger,Other,1670427,0:00,11/25/2019,11/25/2019 19:59,5799,11/25/2019 20:31,11/25/2019 19:59,,,,19:59 - 20:31,R,32,32
"SFPD*, CAD # 193-282-389",11/24/2019,OPERATOR,16:23,Passenger Incident,0,Intoxicated Passenger,1,8,1,    OB,41,GR,MARKET ##### 4TH,F,F,F,16:23 - 16:31,11/24/2019 16:31,11/24/2019 16:23,MARKET & 4TH STREET,,4TH STREET & MARKET ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ALLEGED 800 PATRON ON ISLAND,N,1,5132,226,226 / F,,MARKET,4TH,%MARKET%,%4TH%,Intoxicated Passenger,Other,1670313,0:00,11/24/2019,11/24/2019 16:23,1077,11/24/2019 16:31,11/24/2019 16:23,,,,16:23 - 16:31,R,8,8
4C15B*. NO DELAY.,11/23/2019,OPERATOR,21:10,Passenger Incident,0,Intoxicated Passenger,1,,1,    IB,54,GR,4TH##### BERRY,KT,KT,KT,00:00 - 00:00,,,4TH ST & BERRY,,4TH ST & BERRY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1951,112,112 / KT,,4TH,BERRY,%4TH%,%BERRY%,Intoxicated Passenger,Other,1670271,0:00,11/23/2019,11/23/2019 21:10,1446,,,,,,00:00 - 00:00,R,,
"INSPECTOR 5T61B (MCDANIEL, S) RESPONDED AND CLEARED 
SFFD MEDIC #71 AND ENGINE #35 RESPONDED AND CLEARED. PASSENGER TRANSPORTED TO ST FRANCIS FOR UNKNOWN INJURIES 
COACH SENT IN DUE TO END OF RUN, NO 799",11/23/2019,OPERATOR,20:21,Passenger Incident,0,Intoxicated Passenger,1,39,1,    IB,61,PO,MISSION ##### STEUART,14,14,14,00:00 - 00:00,,,MISSION  & STEUART ,,MISSION  & STEUART ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,Y,1,5874,434,434 / 14,POTRERO,MISSION,STEUART,%MISSION%,%STEUART%,Intoxicated Passenger,Other,1670267,0:00,11/23/2019,11/23/2019 20:21,7257,11/23/2019 21:00,11/23/2019 20:21,eor,eor,,20:21 - 21:00,R,39,39
"PASSENGER REFUSED OPERATOR'S REQUESTS FOR THEM TO EXIT COACH AFTER BEING OBSERVED SHOOTING UP DRUGS WHILE RIDING COACH. SFPD NOTIFIED, CAD 193260627, AND CALLED OFF PRIOR TO ARRIVAL DUE TO PASSENGER EXITING COACH VIDEO* NOTIFIED",11/22/2019,OPERATOR,7:21,Passenger Incident,0,Intoxicated Passenger,1,8,1,    OB,66,IC,MARKET ##### 3RD,38,38,38,00:00 - 00:00,,,MARKET & 3RD,,3RD ST & MARKET ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER SHOOTING UP DRUGS ON BOARD COACH,N,1,5095,220,220 / 38,,MARKET,3RD,%MARKET%,%3RD%,Intoxicated Passenger,Other,1670076,0:00,11/22/2019,11/22/2019 7:21,6604,11/22/2019 7:29,11/22/2019 7:21,,,,07:21 - 07:29,R,8,8
VELACRUZ 5T60B RESPONDED AND CLEARED AT 1559.  SFPD CAD #193252630; CANCELED.  ,11/21/2019,OPERATOR,15:30,Passenger Incident,0,Intoxicated Passenger,1,29,1,    OB,49,GR,PIER 39,F,F,F,00:00 - 00:00,,,PIER 39,,PIER 39,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5132,226,226 / F,,,,,,Intoxicated Passenger,Other,1670029,0:00,11/21/2019,11/21/2019 15:30,1073,11/21/2019 15:59,11/21/2019 15:30,,,,15:30 - 15:59,R,29,29
5T60B- A. VELACRUZ RESPONDED AND CLEARED. PASSENGER LEFT SCENE WITHOUT INCIDENT. NO 799,11/21/2019,OPERATOR,21:30,Passenger Incident,0,Intoxicated Passenger,1,12,1,    OB,41,GR,EMBARCADERO ##### FOLSOM,KT,KT,KT,00:00 - 00:00,,,EMBARCADERO  & FOLSOM ,,EMBARCADERO  & FOLSOM ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ROLLING DELAY ,N,1,2862,142,142 / KT,,EMBARCADERO,FOLSOM,%EMBARCADERO%,%FOLSOM%,Intoxicated Passenger,Other,1670073,0:00,11/21/2019,11/21/2019 21:30,1415,11/22/2019 22:05,11/22/2019 21:53,,,,21:53 - 22:05,R,12,12
"SFPD  CAD # 193254156 UNIT# 83095XB RESPONDED AND REMOVED PASSENGER FROM COACH AT 2144 HRS. 
OPERATOR WAS INSTRUCTED TO FILL OUT INCIDENT REPORT AND THE END OF HIS SHIFT.
AND TO CONTINUE IN SERVICE.
VIDEO * S/SAFETY*",11/21/2019,OPERATOR,21:34,Passenger Incident,0,Intoxicated Passenger,1,10,1,    OB,62,PR,TOWNSEND ##### 4TH,45,45,45,00:00 - 00:00,,,TOWNSEND & 4TH,,TOWNSEND & 4TH,PASSENGER INCIDENT - INTOXICATED PASSENGER  INTOXICATED PASSENGER WON'T EXIT THE COACH.,N,1,4585,160,160 / 45,,TOWNSEND,4TH,%TOWNSEND%,%4TH%,Intoxicated Passenger,Other,1670062,0:00,11/21/2019,11/21/2019 21:34,5848,11/21/2019 21:44,11/21/2019 21:34,,,,21:34 - 21:44,R,10,10
